,tweet,category
432,bitch dimitricrossin,Hate
433,troop polit isi onli destroy way obama bitch speech wa term hi mid pure ground dividendmast,Hate
434,sellout talk nigguh dizzybala awww jmattear still di,Hate
435,sentedcruz languag danabashcnn w ur level wa u hi racist donlemoncnn trash intvw dana platform sorri give kindergarten,Hate
436,rotten da whitey drmalvo,Hate
437,know retard right drewhelms21 much,Hate
438,like sesam dswizzle3 look dswizzl u bird big street boy,Hate
439,weak someon pretend real fuk dswizzle3 bitch mean shut shit nigga u dont fuck im boy,Hate
440,win even right ani partak smoke nigga doesnt dont faggot duckinfop,Hate
441,pussi bitch mean ebasandman,Hate
442,blakeanderson21 joshhandsomee87 imthatsubieguy 6 aint pussi edgarguillenjr foot,Hate
443,ehhdonttouchm kourtj3000 ghetto brialeeandrea,Hate
444,blaze bout bitch bra thi elijahfnbabi im,Hate
445,z0mbiedanc bitch elizabethbatman,Hate
446,faggot ericwithahotdad,Hate
447,bitch jc1221 point ericmarin sasquatch,Hate
448,see evanbecker513 thi rainbowblak morbidmermaid nigger triggapleas shayisdabomb dumbass zooyorkinit,Hate
449,overr watermelon everybodyhatesv hot deal black read trash tweet cant man sauc,Hate
450,speak bitch faghettio prude white english,Hate
451,account nice persianfarrah farrahisawhor faggot,Hate
452,unfortun dumb complet motif perfectli belli hoe cloth ring choic trash crook femshaveballz,Hate
453,beaner shut chanelisabeth fuckin fit4lifemik,Hate
454,bitch tehduckii flawlessdv pussi,Hate
455,run like life hit bitch look ill freegeezy17 sneak nigga get dat plu size fight,Hate
456,shoot bitch knee nigger freegeezy17,Hate
457,bitch x2 fuckingcashbro littl,Hate
458,period threw fukkntyl talk bitch aint new shit thi go day everi nigga damn nun white,Hate
459,greaser funnypicsdepot,Hate
460,texan piss fb flood ppl hoe wa gypmatic45 next alotta target newsfe,Hate
461,fun niglet gonna ganderson4 way lol got two,Hate
462,stephyrae7 whi ghetto gabbi gabrielaangela4,Hate
463,bitch alway gabrielaangela4,Hate
464,da nigra back gallagheremili,Hate
465,drizzi devil breezi mind pussi lose nigga playground lol genuinelyot pus got rich beefd,Hate
466,hoe gone solo funki getemcraig,Hate
467,call boo ok make giannaamarieee first hoe go sharkeisha dont,Hate
468,thot giftedhussle94 dallyjackson thought countsbitch babe trefreedawg,Hate
469,piss come ima bitch wont girlthatsvont,Hate
470,hoe thi love dont gjulio34,Hate
471,say isnt slave grant one glynjackson2 person cracker bad white rachhbasss becaus,Hate
472,dumb real bitch shit lmao though smh fuck goldeelocx,Hate
473,wanna fck bitch lay gorgeouscamri wat,Hate
474,dumb bitch gorgeouscamri nah fight,Hate
475,littl porch gossipcop screw monkey,Hate
476,wanna jail except time coon gossipcop b n got,Hate
477,fat die bitch gossipcop dont,Hate
478,tonight bitch said wyattnuckel nigga fuck got friday plan grizzboadam,Hate
479,og straight bitch make money haha wyattnuckel smoke nigga fuck playin kush grizzboadam,Hate
480,break bitch make go set dude fuck faggot standard friday grizzboadam,Hate
481,prog didnt keep black snkscoyot reid men hberghatti away ghetto wonder releg young harri friend,Hate
482,crack lick pussi haleyjoani,Hate
483,harbison92 hate ask pussi knw u tht,Hate
484,hbt2013mm jumper ask illeg ill question border support,Hate
485,3 retard heilsidi breezbyya caitlyn lol carri cant,Hate
486,tranni omfg lmao hiby pic,Hate
487,bitch hate homohulk fuck,Hate
488,fat thick honchopikaso bitch lmao love nigga yea hell,Hate
489,know bitch honeygotbunn thi wont,Hate
490,btw good right unfollow httptcokd3iseiold found faggot job hoponthebeast,Hate
491,like hmmm girltimeusa iambjrap lilbthebasedgod look nigger cheffincurri,Hate
492,whi aint dare wonder color folk iampikey,Hate
493,wanna even walk hoe look buy noth nigga dont lol icbcworld214 girl,Hate
494,tho follow like long know gonna bio ur imnotmakingitup bud u da stole ago white hey nip devil,Hate
495,call yellow bone iamsaintbryan,Hate
496,bitch finger iemonaid littl id break,Hate
497,imaspiderg bitch nigga,Hate
498,imsolk pussi 1v1 game gun,Hate
499,oghasnt imsolk fag,Hate
500,funnel dwight conced tho imtoblam bitch although bought nopedo,Hate
501,expens imtoblam bitch year whore first shit man thi wa wed pr fuck listen one cuntrag,Hate
502,imtoblam bitch illwil brunzilla ghostwritamus lyin,Hate
503,dick ck loui suck love quit imthirst faggot bein,Hate
504,shin chip imthirst faggot glad im,Hate
505,justcurrieon faggot forget look ever bruh dont itslendaddi still thank,Hate
506,sure color aint itsmand,Hate
507,wigger stfu itsyourman fuck,Hate
508,ivettebrianna fag,Hate
509,g anxiou shit nicca hear jayreidoffici,Hate
510,ask dick jnunchuckfuck suck hard u hi trash white,Hate
511,jperzel hoe shit protect bow master nigga tie pic,Hate
512,know straight wasnt bitch aint make im thi wa dawg corner hangin pocket sayin late gon rate jusxdoit,Hate
513,hooker also weekend search trash white jzolly23 dirti,Hate
514,jnastyy hole town good even bumfarto whi yall work go nigger detroit ive white man hell would,Hate
515,listen isnt music real shit go tyler jacobbback fucktyl faggot,Hate
516,aka twitter name ever best jewbaccasecond jamesdajewison,Hate
517,even r4apersec nigger bigger janeypew,Hate
518,jawshoeeahhh jehnayi bitch gay greyyygoos,Hate
519,bitch answer jawshoeeahhh lol,Hate
520,ball jewish mean hoe love dont lol jawshoeeahhh,Hate
521,bunch cop tell weapon jaykollskstp bitch near littl fume coward plea thank allow,Hate
522,like seen sinc ya queer lolol feel jennahord12 year,Hate
523,let retard jennymccarthi idiot even spell get dont cant,Hate
524,bitch jeremyadam,Hate
525,yo like wanna hate interject wigger digit thatupsdud fuck color dat jfromhuntington,Hate
526,3quarters2day race traitor jimnastikowski dumbass,Hate
527,guess like fat dommer chick ho need jimmymciv jerrilyn71 doc68w love type sloppi jeffrey would,Hate
528,jjloveup tranni,Hate
529,call retard meet httptcobqx1iev0wd irritatedwoman black pastor joebiden white biden boy,Hate
530,zoom jtrimbl3 maxi way dweeb pussi sit neo jonjank sensit humor sen whoop,Hate
531,faggot josesitoriveraa fuck,Hate
532,juandameskin day wouldnt hoe last,Hate
533,juice2 faggot,Hate
534,yo know bout dread nigger wack juice2,Hate
535,juice2 nah nigger,Hate
536,stop press cunt cowboy fan julesdanesi,Hate
537,know asian still prepar talk see befor pussi eat love anim juliadbrock folk would,Hate
538,jundish block mute cunt,Hate
539,like blow heart bitch jundish southern shot person back wone,Hate
540,yo know live justcurrieon comment nobodi ask christooshifti alreadi aint peep u faggot gay,Hate
541,summer justfemai cheatingadvic bitch thi fuck,Hate
542,favorit faggot justwordsx dont,Hate
543,sucker irrelev justinbaez shut cock knick fuck fag faggot opinion,Hate
544,dumb steveworks4y teabagg extrem jwreich142,Hate
545,flight dumb meant kcjhoop cracker pretti flite sure,Hate
546,cunt killquana lmao,Hate
547,bitch kforkick joke stupid im,Hate
548,know nig kaycimalynn,Hate
549,woulda flight morniny nah brazilian told textin bitch skylar kazatta wit one hey night got ju,Hate
550,yuck bitch kebinblodgett,Hate
551,must blind naw keimhefn play lmaooo school wa nigga crippl hell,Hate
552,control walk nigglet ill thing stage sad lol kikithatseven happi cant im,Hate
553,bitch kilaurenk head u stupid fuk,Hate
554,wisdomstatur bitch go thi get kingego,Hate
555,bitch ya couch shot hoe ray wear allen pussi kingjam shoe big bail miss,Hate
556,faggot u r kingliibax,Hate
557,gotta psh sexi bitch voic shit goin kingulyssesiv get truebak easili,Hate
558,repres fag kodymark1 hahahh thank boy,Hate
559,koolqueef like flick bitch tongu pinada damn wit inch,Hate
560,mind bitch korrect973 dem dont bro pay chuck dirti,Hate
561,clean lilbthebasedgod bitch dick readi suck lil nigga fuck b arent im dirti omg,Hate
562,pussi lameassnerd,Hate
563,latrobemark niggah like bitch nutt weather froze draggn 2 degre tgere im,Hate
564,bitch laurenjauregui dumb,Hate
565,stfu onc anal laurenjauregui bitch ur u,Hate
566,bitch lemochamojito,Hate
567,want bitch leeluca nobodi,Hate
568,darg leoncountrybwoy slit brow drop big lol yute,Hate
569,white ratchet trash lexilanxon,Hate
570,bout hoe next tri lilmrsspiffi,Hate
571,lissetteglz aint hoe joshmtz1199 loyal,Hate
572,let doin littlenamm jiggaboo homework karonavila,Hate
573,tho high 1stblockthoma even tell im yall aint hoe nigga af lowworldsfinest man chill,Hate
574,cri life retard bitch shut shit lupefiasco babi fuck whine,Hate
575,uh preach cri gonna oh 911 today lupefiasco faggot,Hate
576,lurkgod fag,Hate
577,niggah lvl7eeve fake,Hate
578,guy almost bitch buy enough stuff purpl exot maniac3x rank,Hate
579,beaner faggot start secur around jetsgreen buck maniac3x push,Hate
580,like mikeymikerowav support bitch wojtata yeah dont joecushkush annoy im sneakerluk,Hate
581,chink dumb mlgpollut gonna tell frail pussi buy friend scuf im,Hate
582,wop bout mackwop aint u,Hate
583,think high happen see ya makeitsndgood yellow u block watch fewjr,Hate
584,malzeno mention bitch maldagladi get fuck,Hate
585,maniacmind ask bitch shit better u marcfoor4 gay,Hate
586,yo beat bitch bring get jump want whith marcfoor4 em,Hate
587,like 8 marcosharkho work hoe til im,Hate
588,stop bitch bitchi maricelabela,Hate
589,win teaparti election2014 markudall2014 pussi p2 kick done per hi fox corygardn got news tcot gop,Hate
590,marlonngain brown sick black make look nigger stupid ignor thug typic,Hate
591,cunt maxonmaxoff5 missingtheaussi lol mate dirti,Hate
592,maxinbetha look yea faglik,Hate
593,cunt dick suck mictorr maxwelllarsen,Hate
594,coon u realli dream got meekmil,Hate
595,yaaaa bitch mergardolivia,Hate
596,michaelfraughto faggot haha,Hate
597,michellelevin pussi,Hate
598,yo follow fat bitch hoe dont want midnightsnacka,Hate
599,yo dumb fat smarter bitch look peter midnightsnacka griffin,Hate
600,like prove know stfu speak bitch shit noth u studio fuck grill point movi midnightsnacka got,Hate
601,someth fat ya wow said made twinki go lame laugh u eat fuck want hey midnightsnacka sen,Hate
602,pussi fw nigga dont mightyy23,Hate
603,dead wa mikediggem phone fag man,Hate
604,chase fat sequest arm want one day tabl den da color wit girl street pay swingin mikethestatey,Hate
605,brendonvbb12 rach stand sister bitch rachel snobbi snutti suck elissa nicec rachelereilli n misscleobb,Hate
606,call think actual retard like black bitch ugli avi ive lol gotten mmmprexton,Hate
607,moenkiana work fag,Hate
608,crackhead come tranni made tink done u nigga dealer lookatathehood nightclub mr2damngood4u got funni,Hate
609,yo mrmooncricket center theharris338 seen fuckthemallcop bitch aint worth time punk nigga da jimtalbot1963 welfar,Hate
610,someth mrmooncricket theharris338 fuckthemallcop money borrow bitch work adult jimtalbot1963 broke,Hate
611,woman mrmooncricket bitch haha racistnegro69 u ever fuck lol broke rich would,Hate
612,yo mrmooncricket oh bitch tom punk broke fuck uncl rememb hell,Hate
613,nobodi play ask aint hoe lmao mrgreatness28 geez gone send becaus,Hate
614,live nyrkelsmad den betta dawg color dat folk hood,Hate
615,even nyrkelsmad nigger yeah man scare,Hate
616,meet nyrkelsmad eat da color elit pucksk8r ware,Hate
617,call nyrkelsmad fag fuck thank,Hate
618,liar nabilabuamirah cutter lyinest turd redneck made thi hi fuck yhe district,Hate
619,bar ncoleycol u lol monkey,Hate
620,iheinz2012 queer made cake movertur r3lentlsstr0ll anastasiapacana passion trust dammit negroizzl,Hate
621,nehmebazzi kid datboyrayt fag,Hate
622,doublestandard blackish sowhit cool okay redskin sell african art neontreezz pocbeauti peopl,Hate
623,pull tho stfu bitch nigga u drewbre fuck nick504 still,Hate
624,stop pull bout bitch talk hoe nigga back fuck dat nick504 scarri,Hate
625,stop wanna like gonna tell bitch see nigga fuck nick504 act,Hate
626,dm nickcoffe bitch aint nigga back hit,Hate
627,nobeeetch iamwebst faggot,Hate
628,nobeeetch faggot snitch fuck,Hate
629,call bobbi quick say noshtickzon real upset pussi block cant got kelli,Hate
630,notevanlarkin nigger facetim,Hate
631,stupid cracker notoriousbm95 fuck buckm00s,Hate
632,creepi nigguh lmao notoriousbm95 fuck maniac3x,Hate
633,nurbstheocho8 torimills02 anyth dyke,Hate
634,nyjusdntgaf nigger care one,Hate
635,know let olevertybstard honki lol man,Hate
636,build ovotiluoverdos pussi lmao,Hate
637,asian bitch go littl calm olivialuu3 lol flip,Hate
638,niggah come draw oskzilla paint,Hate
639,niggah gay oskzilla,Hate
640,niggah wish oskzilla,Hate
641,know pool osvaldovaus need nigglet kik u,Hate
642,store faggot cours charlott oxyjon one conleyfanclub,Hate
643,bitch pdaburei nigga,Hate
644,imma bitch pacthamac shoot,Hate
645,stop someth pacmandresb music said gorilla listen monkey,Hate
646,like starbuck ebola plz go name plasticdom sound realli ghetto tbh hood,Hate
647,bitch pravikingdino,Hate
648,men like faggot pravikingdino,Hate
649,prettywarzon first time nigger shouldv caught,Hate
650,twat princewilliamb mixyart thi noth shoe ignor,Hate
651,prophzilla think retard full honesti internet,Hate
652,somethin know like quechel nigger u yeah wont takin hispan job,Hate
653,right pussi fuck queenkaaat,Hate
654,like hate bitch dick r3lentlsstr0ll anastasiapacana ye,Hate
655,even fool rbesofii bullshit color wit httptcogtln1tpmgi cant man di,Hate
656,supahfienmod bitch aint work haha nigga jorg rem2014,Hate
657,scoop grandma come tri start want ya haha thi hoe ill today dont biiiiiiiitch niggggg rem2014,Hate
658,faggot rfam2550 shut,Hate
659,dwarf shorti jk bitch rfradsham midget shrimp fuck infant,Hate
660,x3 pussi rhook220 ejperuski5634 ohwaititsk,Hate
661,come rasheedsheen outsid bitch thi get everyth im,Hate
662,whit bitbowbow black shirt pirelli raylake fuckin tire nigga lil fag white loosen boy,Hate
663,say word ha reek pc cours havoc societi u niggerth realskipbayless potenti lemmingon would,Hate
664,know nigga bitch reed8608,Hate
665,close stay nigguh richiedev converseson plea,Hate
666,rickiroma like exe bitch ya drag befor limewir tone nigga bin watch recycl end ol gon,Hate
667,mediocr rickiroma win guy juic close faggot shut fuck basura game jet sit wash raider,Hate
668,bitch rickym,Hate
669,knew faggot farquaad rihannahasaid,Hate
670,hogg poor democrat counti jim dirt rivenbarkyahoo halerazor lean near ghetto seat hebronvil,Hate
671,song hoe ronron12,Hate
672,know hate ronanfarrow racism yeah angloamerican principlesslaveri,Hate
673,bitch aye roodeepoo,Hate
674,hella hmmmm nude rosaalba faggot sent ih8tvvitterho,Hate
675,stop snow music make shut roscoedash mohawk scrub wack fuck garbag faggot shovel,Hate
676,3 herhim 12 yr bitch bout odumba rosi politicususa next till left pre onli,Hate
677,never come rottensoil crazi day talk name wit faggot captfaggotp sure boy,Hate
678,know let kill ill ruizmaria15 go hoe lol,Hate
679,say like beat shoot bitch neck russelltpot ebgbz1 foot put would,Hate
680,bitch rvm3o boy,Hate
681,kind told real bitch ani made ryeordi nigga becaus,Hate
682,twat start talk fuck sammiboyden,Hate
683,call guy notic sactownproidgi yungluci jiggaboo speakcomedi karonavila,Hate
684,forc bitch dick eat nigga sactownproidgi yungluci get chees speakcomedi karonavila,Hate
685,samromero95 kxrxsxb timber nigger,Hate
686,sandraguzman nigger,Hate
687,funni cunt black vile anymor saw wa sarahksilverman fan nra skit,Hate
688,queenkhia bey hive kim bitch queen wa bee lil stupid b sashatheii atfierc,Hate
689,gotta hella intoler right bitch whi c sayitaintchey thi rting said wa chees tweet lactos,Hate
690,duck dswizzle3 bitch shut mom befor better mouth schulzgrayson nigga u dont fuck,Hate
691,wanna drug retard gonna play day yeah scoob3i,Hate
692,like johngalt photshop piston needl instead might impress pinhead faggot scottdeyag gay,Hate
693,redneck selxnaa im crazi,Hate
694,hang seymourblanco week thi nigger w suppos,Hate
695,doubt bitch aint noth nigga caus downfal shainarakia,Hate
696,aint shakiyateniec said trick hoesllsfoolish celebrityk,Hate
697,sharpayydol cunt ball piss god dick swear nigger go internet cocksuck fuck kike cant take dont tit damn,Hate
